movie_id,keyword,occurrence
290815,court,190
96382,court,190
60813,court,190
78572,court,190
314365,court,190
329809,court,190
329809,court,190
339419,court,190
687,court,190
9623,court,190
28313,court,190
1592,court,190
819,court,190
1630,court,190
389,court,190
595,court,190
174,court,190
11975,court,190
617,court,190
881,court,190
28519,court,190
13852,court,190
1049,court,190
11851,court,190
35119,court,190
10479,court,190
93,court,190
548,court,190
9930,court,190
2263,court,190
821,court,190
11329,court,190
780,court,190
7008,court,190
237,court,190
11141,court,190
28162,court,190
124,court,190
21733,court,190
9950,court,190
388,court,190
1557,court,190
25563,court,190
29617,court,190
757,court,190
20714,court,190
1938,court,190
5334,court,190
183871,court,190
10024,court,190
7860,court,190
94618,court,190
4195,court,190
200713,court,190
262340,court,190
68197,court,190
259610,court,190
87093,court,190
16147,court,190
16147,court,190
402298,court,190
424998,court,190
51079,court,190
82260,court,190
75802,court,190
50275,court,190
148357,court,190
186869,court,190
27221,court,190
435821,court,190
51413,court,190
38050,court,190
47964,court,190
214756,court,190
9623,court,190
8438,court,190
7984,court,190
1645,court,190
623,court,190
389,court,190
1813,court,190
11975,court,190
489,court,190
2978,court,190
38772,court,190
24226,court,190
12235,court,190
35119,court,190
17443,court,190
1908,court,190
12623,court,190
37257,court,190
49370,court,190
24711,court,190
9930,court,190
51391,court,190
13343,court,190
20312,court,190
135890,court,190
11092,court,190
25431,court,190
35921,court,190
183871,court,190
22803,court,190
99749,court,190
94618,court,190
114083,court,190
91694,court,190
110830,court,190
259808,court,190
307114,court,190
46616,court,190
117004,court,190
47925,court,190
138990,court,190
36634,court,190
197592,court,190
114116,court,190
290815,court,190
66799,court,190
356846,court,190
79921,court,190
329809,court,190
329809,court,190
227667,court,190
225525,court,190
89463,court,190
225577,court,190
225816,court,190
227668,court,190
229087,court,190
229081,court,190
229097,court,190
94105,court,190
229094,court,190
229088,court,190
92931,court,190
226050,court,190
228257,court,190
226236,court,190
85753,court,190
226675,court,190
226679,court,190
382883,court,190
412103,court,190
1645,court,190
1908,court,190
18926,court,190
290815,court,190
356846,court,190
421958,court,190
1092,cover-up,33
8834,cover-up,33
3597,cover-up,33
2275,cover-up,33
47869,cover-up,33
2721,cover-up,33
1487,cover-up,33
9727,cover-up,33
10795,cover-up,33
6973,cover-up,33
13252,cover-up,33
17221,cover-up,33
13251,cover-up,33
22824,cover-up,33
29427,cover-up,33
30931,cover-up,33
34576,cover-up,33
27582,cover-up,33
46221,cover-up,33
49026,cover-up,33
60599,cover-up,33
161456,cover-up,33
109421,cover-up,33
106021,cover-up,33
121890,cover-up,33
57812,cover-up,33
101660,cover-up,33
169844,cover-up,33
301629,cover-up,33
313922,cover-up,33
314365,cover-up,33
224089,cover-up,33
71186,cover-up,33
4512,coward,48
12244,coward,48
117483,coward,48
975,coward,48
348,coward,48
857,coward,48
10568,coward,48
7979,coward,48
33409,coward,48
22592,coward,48
244772,coward,48
111043,coward,48
1710,coward,48
687,coward,48
630,coward,48
9504,coward,48
744,coward,48
794,coward,48
2898,coward,48
928,coward,48
506,coward,48
8545,coward,48
745,coward,48
9406,coward,48
1213,coward,48
5333,coward,48
6404,coward,48
12308,coward,48
10727,coward,48
439,coward,48
839,coward,48
10981,coward,48
12617,coward,48
11348,coward,48
806,coward,48
2355,coward,48
810,coward,48
2082,coward,48
4512,coward,48
7979,coward,48
6933,coward,48
6687,coward,48
16137,coward,48
4887,coward,48
34480,coward,48
2754,coward,48
16825,coward,48
10055,coward,48
18069,cowboy,59
11310,cowboy,59
19176,cowboy,59
9086,cowboy,59
115,cowboy,59
1363,cowboy,59
12501,cowboy,59
8584,cowboy,59
11072,cowboy,59
21866,cowboy,59
966,cowboy,59
11697,cowboy,59
24010,cowboy,59
163907,cowboy,59
11145,cowboy,59
14881,cowboy,59
14874,cowboy,59
14892,cowboy,59
995,cowboy,59
27277,cowboy,59
49397,cowboy,59
9394,cowboy,59
1676,cowboy,59
142,cowboy,59
45512,cowboy,59
37327,cowboy,59
38107,cowboy,59
40716,cowboy,59
31283,cowboy,59
40719,cowboy,59
65904,cowboy,59
42329,cowboy,59
52996,cowboy,59
102629,cowboy,59
49050,cowboy,59
184143,cowboy,59
228205,cowboy,59
37307,cowboy,59
149232,cowboy,59
315534,cowboy,59
337208,cowboy,59
182035,cowboy,59
315534,cowboy,59
337208,cowboy,59
182035,cowboy,59
35026,cowboy,59
374603,cowboy,59
291356,cowboy,59
31390,cowboy,59
9359,cowboy,59
30708,cowboy,59
4638,cowboy,59
995,cowboy,59
38107,cowboy,59
72160,cowboy,59
34444,cowboy,59
20238,cowboy,59
105528,cowboy,59
255476,cowboy,59
2280,co-worker,21
10774,co-worker,21
2297,co-worker,21
16998,co-worker,21
18240,co-worker,21
22949,co-worker,21
45077,co-worker,21
109048,co-worker,21
49520,co-worker,21
45156,co-worker,21
172533,co-worker,21
113148,co-worker,21
253454,co-worker,21
39285,co-worker,21
35851,co-worker,21
320588,co-worker,21
1542,co-worker,21
19794,co-worker,21
39285,co-worker,21
363480,co-worker,21
379220,co-worker,21
25670,crash,20
4296,crash,20
10856,crash,20
62761,crash,20
9282,crash,20
10694,crash,20
14223,crash,20
42358,crash,20
55779,crash,20
123109,crash,20
21013,crash,20
2963,crash,20
118612,crash,20
360339,crash,20
93891,crash,20
109122,crash,20
8077,crash,20
54541,crash,20
44833,crash,20
40231,crash,20
830,creature,49
3079,creature,49
27625,creature,49
41516,creature,49
32613,creature,49
10973,creature,49
3980,creature,49
10127,creature,49
6312,creature,49
44932,creature,49
36220,creature,49
20472,creature,49
39916,creature,49
42469,creature,49
27970,creature,49
24962,creature,49
588,creature,49
14458,creature,49
16523,creature,49
46261,creature,49
71883,creature,49
55952,creature,49
36247,creature,49
143777,creature,49
28440,creature,49
124470,creature,49
248504,creature,49
31275,creature,49
28763,creature,49
265018,creature,49
39408,creature,49
339530,creature,49
248633,creature,49
26015,creature,49
28068,creature,49
257450,creature,49
15838,creature,49
224944,creature,49
257291,creature,49
267852,creature,49
346641,creature,49
321612,creature,49
408220,creature,49
445602,creature,49
390883,creature,49
40761,creature,49
406107,creature,49
43312,creature,49
347855,creature,49
8012,crime,116
31546,crime,116
18975,crime,116
521,crime,116
2118,crime,116
32302,crime,116
8675,crime,116
9798,crime,116
26425,crime,116
247,crime,116
10559,crime,116
24587,crime,116
31593,crime,116
12706,crime,116
16,crime,116
42148,crime,116
47643,crime,116
3134,crime,116
16314,crime,116
40508,crime,116
5506,crime,116
18002,crime,116
11657,crime,116
40913,crime,116
20126,crime,116
37900,crime,116
27459,crime,116
32303,crime,116
12206,crime,116
1538,crime,116
803,crime,116
48677,crime,116
21041,crime,116
20164,crime,116
11423,crime,116
30331,crime,116
272,crime,116
276,crime,116
9721,crime,116
45759,crime,116
219,crime,116
13185,crime,116
7183,crime,116
6145,crime,116
5176,crime,116
4982,crime,116
1479,crime,116
13054,crime,116
2239,crime,116
11483,crime,116
15865,crime,116
13809,crime,116
17317,crime,116
26127,crime,116
8883,crime,116
14938,crime,116
183871,crime,116
20778,crime,116
22681,crime,116
44147,crime,116
59678,crime,116
59065,crime,116
53404,crime,116
92000,crime,116
82825,crime,116
86597,crime,116
16276,crime,116
97614,crime,116
33360,crime,116
94380,crime,116
89501,crime,116
44895,crime,116
134374,crime,116
82992,crime,116
107846,crime,116
143973,crime,116
184352,crime,116
192134,crime,116
250658,crime,116
292063,crime,116
121828,crime,116
155459,crime,116
260912,crime,116
73530,crime,116
321640,crime,116
73529,crime,116
122662,crime,116
321769,crime,116
25168,crime,116
26676,crime,116
217414,crime,116
336744,crime,116
362185,crime,116
81460,crime,116
253775,crime,116
65830,crime,116
149232,crime,116
369366,crime,116
346469,crime,116
363607,crime,116
356332,crime,116
368620,crime,116
38494,crime,116
141267,crime,116
342588,crime,116
296917,crime,116
411638,crime,116
283521,crime,116
81463,crime,116
225816,crime,116
376424,crime,116
373569,crime,116
424322,crime,116
156643,crime,116
421550,crime,116
435821,crime,116
680,crime boss,20
55049,crime boss,20
7452,crime boss,20
18644,crime boss,20
31598,crime boss,20
42702,crime boss,20
13428,crime boss,20
14942,crime boss,20
6916,crime boss,20
14786,crime boss,20
94329,crime boss,20
13830,crime boss,20
25038,crime boss,20
242076,crime boss,20
154400,crime boss,20
227359,crime boss,20
297702,crime boss,20
42966,crime boss,20
384737,crime boss,20
339403,crime boss,20
9739,crime fighter,22
268,crime fighter,22
364,crime fighter,22
415,crime fighter,22
8592,crime fighter,22
1924,crime fighter,22
5548,crime fighter,22
1497,crime fighter,22
44004,crime fighter,22
951,crime fighter,22
272,crime fighter,22
11689,crime fighter,22
1273,crime fighter,22
155,crime fighter,22
34769,crime fighter,22
23483,crime fighter,22
37414,crime fighter,22
49026,crime fighter,22
49049,crime fighter,22
26883,crime fighter,22
59859,crime fighter,22
256750,crime fighter,22
629,criminal,125
414,criminal,125
281,criminal,125
8467,criminal,125
8987,criminal,125
31546,criminal,125
531,criminal,125
832,criminal,125
9458,criminal,125
41417,criminal,125
2112,criminal,125
6522,criminal,125
1844,criminal,125
1924,criminal,125
8536,criminal,125
19457,criminal,125
9876,criminal,125
10518,criminal,125
21128,criminal,125
1619,criminal,125
20637,criminal,125
2749,criminal,125
11826,criminal,125
10551,criminal,125
10345,criminal,125
5998,criminal,125
23949,criminal,125
10656,criminal,125
548,criminal,125
48482,criminal,125
5506,criminal,125
35343,criminal,125
21052,criminal,125
7270,criminal,125
19555,criminal,125
12146,criminal,125
11676,criminal,125
65137,criminal,125
12206,criminal,125
22156,criminal,125
1538,criminal,125
38985,criminal,125
48677,criminal,125
19621,criminal,125
26124,criminal,125
35848,criminal,125
69069,criminal,125
13409,criminal,125
42741,criminal,125
5741,criminal,125
868,criminal,125
9072,criminal,125
31979,criminal,125
15077,criminal,125
11494,criminal,125
11958,criminal,125
4170,criminal,125
14748,criminal,125
8882,criminal,125
15981,criminal,125
29320,criminal,125
15670,criminal,125
16164,criminal,125
37516,criminal,125
13558,criminal,125
25137,criminal,125
27172,criminal,125
43008,criminal,125
24048,criminal,125
34145,criminal,125
12482,criminal,125
471,criminal,125
47931,criminal,125
20055,criminal,125
11604,criminal,125
77866,criminal,125
59967,criminal,125
49049,criminal,125
86838,criminal,125
64689,criminal,125
128639,criminal,125
31621,criminal,125
25038,criminal,125
59441,criminal,125
93828,criminal,125
32389,criminal,125
200713,criminal,125
16692,criminal,125
16693,criminal,125
184352,criminal,125
100063,criminal,125
210047,criminal,125
233470,criminal,125
22460,criminal,125
11616,criminal,125
4683,criminal,125
51213,criminal,125
17885,criminal,125
1870,criminal,125
1875,criminal,125
57683,criminal,125
44672,criminal,125
64305,criminal,125
196032,criminal,125
346592,criminal,125
27114,criminal,125
33984,criminal,125
339988,criminal,125
338312,criminal,125
24037,criminal,125
49172,criminal,125
49172,criminal,125
291189,criminal,125
118534,criminal,125
86234,criminal,125
116185,criminal,125
338766,criminal,125
270774,criminal,125
302946,criminal,125
40217,criminal,125
362202,criminal,125
438283,criminal,125
443053,criminal,125
204997,criminal,125
339692,criminal,125
617,crocodile,20
9326,crocodile,20
9671,crocodile,20
9396,crocodile,20
9825,crocodile,20
253,crocodile,20
1448,crocodile,20
9290,crocodile,20
17043,crocodile,20
700,crocodile,20
1994,crocodile,20
30876,crocodile,20
4283,crocodile,20
14138,crocodile,20
52454,crocodile,20
40466,crocodile,20
221737,crocodile,20
336560,crocodile,20
44037,crocodile,20
28346,crocodile,20
7340,cruelty,34
25239,cruelty,34
979,cruelty,34
14282,cruelty,34
20108,cruelty,34
205,cruelty,34
8923,cruelty,34
2652,cruelty,34
21712,cruelty,34
10781,cruelty,34
24553,cruelty,34
2082,cruelty,34
5125,cruelty,34
15356,cruelty,34
9539,cruelty,34
13492,cruelty,34
17609,cruelty,34
21575,cruelty,34
50204,cruelty,34
38684,cruelty,34
74997,cruelty,34
55892,cruelty,34
20223,cruelty,34
56937,cruelty,34
91878,cruelty,34
30302,cruelty,34
28652,cruelty,34
36879,cruelty,34
48691,cruelty,34
40029,cruelty,34
42526,cruelty,34
42526,cruelty,34
96419,cruelty,34
382322,cruelty,34
527,crush,40
10635,crush,40
15144,crush,40
11522,crush,40
9451,crush,40
10776,crush,40
6003,crush,40
10691,crush,40
9683,crush,40
11397,crush,40
1555,crush,40
11034,crush,40
1278,crush,40
337,crush,40
8424,crush,40
4592,crush,40
1126,crush,40
342,crush,40
25975,crush,40
349,crush,40
5236,crush,40
9836,crush,40
7797,crush,40
27799,crush,40
49022,crush,40
70585,crush,40
112973,crush,40
82685,crush,40
72660,crush,40
87380,crush,40
100898,crush,40
112160,crush,40
150897,crush,40
48719,crush,40
21705,crush,40
313867,crush,40
63315,crush,40
78441,crush,40
298729,crush,40
26882,crush,40
15919,crying,23
36536,crying,23
43774,crying,23
33253,crying,23
2652,crying,23
25793,crying,23
36419,crying,23
27585,crying,23
63555,crying,23
70954,crying,23
71883,crying,23
65496,crying,23
96243,crying,23
274820,crying,23
117483,crying,23
374052,crying,23
37840,crying,23
4497,crying,23
56810,crying,23
33253,crying,23
311291,crying,23
113947,crying,23
241251,crying,23
710,cuba,32
12527,cuba,32
43777,cuba,32
11331,cuba,32
240,cuba,32
11831,cuba,32
2370,cuba,32
11779,cuba,32
32015,cuba,32
5001,cuba,32
111,cuba,32
2057,cuba,32
62001,cuba,32
8961,cuba,32
1373,cuba,32
25495,cuba,32
22189,cuba,32
27915,cuba,32
9700,cuba,32
7872,cuba,32
43778,cuba,32
1247,cuba,32
2359,cuba,32
47576,cuba,32
50072,cuba,32
63498,cuba,32
48202,cuba,32
147726,cuba,32
145762,cuba,32
147841,cuba,32
259460,cuba,32
416499,cuba,32
10987,cult,65
8428,cult,65
32076,cult,65
884,cult,65
13820,cult,65
4488,cult,65
25749,cult,65
14831,cult,65
13787,cult,65
18835,cult,65
16307,cult,65
22244,cult,65
40064,cult,65
34044,cult,65
22293,cult,65
21356,cult,65
18502,cult,65
21168,cult,65
20981,cult,65
22311,cult,65
42041,cult,65
572,cult,65
15206,cult,65
26914,cult,65
28422,cult,65
25983,cult,65
26428,cult,65
13548,cult,65
61943,cult,65
25051,cult,65
74725,cult,65
50837,cult,65
47763,cult,65
183386,cult,65
112678,cult,65
133369,cult,65
40485,cult,65
211067,cult,65
86493,cult,65
194393,cult,65
83519,cult,65
36683,cult,65
90816,cult,65
67866,cult,65
318224,cult,65
46439,cult,65
106717,cult,65
243526,cult,65
290656,cult,65
26181,cult,65
29562,cult,65
318781,cult,65
273599,cult,65
50670,cult,65
352552,cult,65
254672,cult,65
323679,cult,65
181426,cult,65
181426,cult,65
257087,cult,65
61689,cult,65
25114,cult,65
39123,cult,65
13570,cult,65
104308,cult,65
47947,cult comedy,20
13852,cult comedy,20
26827,cult comedy,20
19317,cult comedy,20
14683,cult comedy,20
16874,cult comedy,20
30839,cult comedy,20
21295,cult comedy,20
14771,cult comedy,20
34505,cult comedy,20
31270,cult comedy,20
48273,cult comedy,20
14733,cult comedy,20
34509,cult comedy,20
347689,cult comedy,20
34516,cult comedy,20
34163,cult comedy,20
34512,cult comedy,20
34518,cult comedy,20
34507,cult comedy,20
949,cult film,106
11859,cult film,106
101,cult film,106
75555,cult film,106
627,cult film,106
14136,cult film,106
9716,cult film,106
623,cult film,106
521,cult film,106
9504,cult film,106
975,cult film,106
13446,cult film,106
137,cult film,106
13820,cult film,106
948,cult film,106
9442,cult film,106
87,cult film,106
10692,cult film,106
2182,cult film,106
12223,cult film,106
2362,cult film,106
66194,cult film,106
28501,cult film,106
18111,cult film,106
1694,cult film,106
16093,cult film,106
22500,cult film,106
28165,cult film,106
15762,cult film,106
111,cult film,106
22323,cult film,106
10728,cult film,106
24739,cult film,106
25155,cult film,106
11959,cult film,106
8386,cult film,106
49410,cult film,106
8690,cult film,106
18910,cult film,106
44932,cult film,106
19507,cult film,106
25239,cult film,106
13945,cult film,106
14433,cult film,106
40219,cult film,106
16225,cult film,106
27088,cult film,106
994,cult film,106
33343,cult film,106
10995,cult film,106
11429,cult film,106
980,cult film,106
26860,cult film,106
42728,cult film,106
28504,cult film,106
14801,cult film,106
1483,cult film,106
31696,cult film,106
29904,cult film,106
45572,cult film,106
41070,cult film,106
16198,cult film,106
26332,cult film,106
32085,cult film,106
31414,cult film,106
1696,cult film,106
5237,cult film,106
10017,cult film,106
79363,cult film,106
20842,cult film,106
14240,cult film,106
32575,cult film,106
4723,cult film,106
26558,cult film,106
32068,cult film,106
30931,cult film,106
29484,cult film,106
75761,cult film,106
24789,cult film,106
10432,cult film,106
70115,cult film,106
34023,cult film,106
94747,cult film,106
19400,cult film,106
35632,cult film,106
29032,cult film,106
161422,cult film,106
48273,cult film,106
73984,cult film,106
174383,cult film,106
33018,cult film,106
52736,cult film,106
56927,cult film,106
26679,cult film,106
41039,cult film,106
88518,cult film,106
26803,cult film,106
287982,cult film,106
29066,cult film,106
328216,cult film,106
251421,cult film,106
28264,cult film,106
32148,cult film,106
13651,cult film,106
46360,cult film,106
45029,cult film,106
10530,culture clash,28
60855,culture clash,28
713,culture clash,28
1968,culture clash,28
13698,culture clash,28
9671,culture clash,28
10209,culture clash,28
704,culture clash,28
925,culture clash,28
10557,culture clash,28
327,culture clash,28
10656,culture clash,28
8346,culture clash,28
455,culture clash,28
153,culture clash,28
10570,culture clash,28
460,culture clash,28
9796,culture clash,28
1845,culture clash,28
73953,culture clash,28
19995,culture clash,28
79519,culture clash,28
32688,culture clash,28
42171,culture clash,28
171769,culture clash,28
171429,culture clash,28
60932,culture clash,28
352890,culture clash,28
10824,curse,86
10280,curse,86
20539,curse,86
45153,curse,86
9411,curse,86
6435,curse,86
31498,curse,86
23439,curse,86
11342,curse,86
39176,curse,86
11791,curse,86
565,curse,86
47890,curse,86
9669,curse,86
8326,curse,86
45862,curse,86
25508,curse,86
1970,curse,86
28436,curse,86
32250,curse,86
9666,curse,86
28752,curse,86
10008,curse,86
1975,curse,86
22440,curse,86
37725,curse,86
14001,curse,86
10030,curse,86
2310,curse,86
1977,curse,86
16871,curse,86
25293,curse,86
35197,curse,86
45322,curse,86
38117,curse,86
37866,curse,86
24923,curse,86
168210,curse,86
62213,curse,86
21506,curse,86
77174,curse,86
15895,curse,86
26693,curse,86
109445,curse,86
140750,curse,86
56906,curse,86
197796,curse,86
98116,curse,86
47553,curse,86
83519,curse,86
84742,curse,86
55689,curse,86
224141,curse,86
48358,curse,86
57665,curse,86
93939,curse,86
35946,curse,86
71750,curse,86
52702,curse,86
9288,curse,86
16774,curse,86
33558,curse,86
126862,curse,86
326333,curse,86
41434,curse,86
39111,curse,86
32173,curse,86
309919,curse,86
76833,curse,86
219335,curse,86
361042,curse,86
249260,curse,86
222932,curse,86
249260,curse,86
222932,curse,86
57568,curse,86
4457,curse,86
293670,curse,86
388440,curse,86
89662,curse,86
277834,curse,86
14564,curse,86
321612,curse,86
382602,curse,86
17469,curse,86
40467,curse,86
10428,cyberpunk,61
9886,cyberpunk,61
281,cyberpunk,61
9739,cyberpunk,61
5550,cyberpunk,61
78,cyberpunk,61
9323,cyberpunk,61
1103,cyberpunk,61
149,cyberpunk,61
603,cyberpunk,61
21430,cyberpunk,61
861,cyberpunk,61
5548,cyberpunk,61
5549,cyberpunk,61
604,cyberpunk,61
10881,cyberpunk,61
605,cyberpunk,61
21356,cyberpunk,61
16234,cyberpunk,61
55931,cyberpunk,61
12140,cyberpunk,61
3509,cyberpunk,61
11633,cyberpunk,61
11309,cyberpunk,61
8202,cyberpunk,61
53094,cyberpunk,61
9381,cyberpunk,61
13391,cyberpunk,61
23535,cyberpunk,61
61954,cyberpunk,61
269650,cyberpunk,61
15166,cyberpunk,61
113219,cyberpunk,61
196750,cyberpunk,61
73530,cyberpunk,61
73529,cyberpunk,61
122662,cyberpunk,61
17189,cyberpunk,61
18839,cyberpunk,61
14092,cyberpunk,61
212168,cyberpunk,61
240341,cyberpunk,61
279254,cyberpunk,61
68115,cyberpunk,61
8415,cyberpunk,61
76287,cyberpunk,61
334376,cyberpunk,61
18874,cyberpunk,61
18874,cyberpunk,61
333123,cyberpunk,61
21769,cyberpunk,61
