movie_id,department,gender,job,name
5,Writing,1.0,Writer,Allison Anders
5,Writing,0.0,Writer,Alexandre Rockwell
5,Writing,0.0,Writer,Quentin Tarantino
5,Writing,0.0,Writer,Robert Rodriguez
6,Writing,0.0,Screenplay,Lewis Colick
6,Writing,0.0,Story,Lewis Colick
11,Writing,0.0,Writer,George Lucas
12,Writing,0.0,Original Story,Andrew Stanton
12,Writing,0.0,Screenplay,Andrew Stanton
12,Writing,0.0,Story,Peter Sohn
12,Writing,0.0,Storyboard,Ronnie del Carmen
12,Writing,0.0,Screenplay,David Reynolds
12,Writing,0.0,Screenplay,Bob Peterson
13,Writing,0.0,Novel,Winston Groom
13,Writing,0.0,Screenplay,Eric Roth
14,Writing,0.0,Screenplay,Alan Ball
14,Writing,0.0,Author,Alan Ball
14,Writing,0.0,Storyboard,Tony Chance
15,Writing,0.0,Screenplay,Orson Welles
15,Writing,0.0,Screenplay,Herman J. Mankiewicz
16,Writing,0.0,Writer,Lars von Trier
17,Writing,0.0,Author,Simon Maginn
17,Writing,0.0,Screenplay,Stephen Massicotte
18,Writing,0.0,Screenplay,Luc Besson
18,Writing,0.0,Story,Luc Besson
18,Writing,0.0,Screenplay,Robert Mark Kamen
19,Writing,1.0,Screenplay,Thea von Harbou
19,Writing,1.0,Novel,Thea von Harbou
19,Writing,0.0,Screenplay,Fritz Lang
21,Writing,0.0,Author,Bruce Brown
22,Writing,0.0,Screenplay,Ted Elliott
22,Writing,0.0,Screenstory,Jay Wolpert
22,Writing,0.0,Screenstory,Terry Rossio
22,Writing,0.0,Screenstory,Ted Elliott
22,Writing,0.0,Screenplay,Terry Rossio
24,Writing,1.0,Characters,Uma Thurman
24,Writing,0.0,Characters,Quentin Tarantino
24,Writing,0.0,Writer,Quentin Tarantino
25,Writing,0.0,Author,Anthony Swofford
25,Writing,0.0,Author,William Broyles Jr.
27,Writing,0.0,Author,Michael Winterbottom
28,Writing,0.0,Writer,Michael Herr
28,Writing,0.0,Screenplay,John Milius
28,Writing,0.0,Screenplay,Francis Ford Coppola
28,Writing,0.0,Novel,Joseph Conrad
30,Writing,0.0,Author,Katsuhiro Ōtomo
33,Writing,0.0,Author,David Webb Peoples
33,Writing,0.0,Screenplay,David Webb Peoples
35,Writing,0.0,Screenplay,Sam Simon
35,Writing,0.0,Screenplay,James L. Brooks
35,Writing,0.0,Screenplay,Matt Groening
35,Writing,0.0,Screenplay,Jon Vitti
35,Writing,0.0,Screenplay,David Mirkin
35,Writing,0.0,Screenplay,Mike Reiss
